img1,img2,dataset,attack_type
/content/face_module/dataset_extractedfaces/lfw_pairs/Pierce Brosnan_3.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_6.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0002_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0158_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0191_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0206_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0072_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0090_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_3.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_17.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_244.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_245.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_210.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_211.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0073_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0281_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_53.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_54.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/099694.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/096104.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_2.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/John Stockton_5.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/043075.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/064289.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0096_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0204_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0158_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0004_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_22.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_23.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_78.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_79.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0187_03.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0451_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Vicente Fox_22.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Vicente Fox_23.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/114056.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/031782.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_489.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_490.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0020_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0107_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0244_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0113_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_53.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_54.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Bob Graham_4.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_4.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0208_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0201_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0278_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0107_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/112544.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/117150.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/150740.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/178429.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/107859.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/144161.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/101557.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/134460.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Pierce Brosnan_13.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Lance Armstrong_9.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0110_02.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/137888.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/149144.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Vicente Fox_26.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_7.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0093_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0199_03.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/062161.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/065274.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/David Beckham_6.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/David Beckham_7.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_174.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_175.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0037_02.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0504_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0117_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0236_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0107_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0018_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0046_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0093_02.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_2.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_14.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_23.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_24.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Vicente Fox_3.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/John Stockton_5.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0285_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0391_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0151_04.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0064_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/077581.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/079826.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/005346.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/112313.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Lance Armstrong_6.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Lance Armstrong_7.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/088361.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/081138.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Pierce Brosnan_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_1.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/031019.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/035474.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/020284.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/139126.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_433.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_434.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0038_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0051_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_46.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_47.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/004538.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/009425.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/107724.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/094572.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/140510.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/145808.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/110393.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/113790.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/033314.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/041618.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0169_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0010_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_103.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_104.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0035_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0095_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_152.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_153.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0209_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0298_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0049_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0529_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0088_03.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0160_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000013_0008_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000013_0235_03.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/168067.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/170883.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/100510.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/111266.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0281_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0393_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0139_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000013_0203_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George Robertson_16.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_15.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0078_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0125_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0246_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0220_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/067633.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/128412.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Vicente Fox_17.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_3.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/148062.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/089752.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0173_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0420_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0004_02.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0131_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/070019.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/153729.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Bob Graham_2.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Bob Graham_3.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0008_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0099_03.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0414_02.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0020_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Britney Spears_12.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Britney Spears_13.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/138283.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/139821.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/014756.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/144701.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/053179.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/060221.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/028931.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/031679.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0174_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0115_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Benjamin Netanyahu_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_16.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/077441.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/080533.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/James Wolfensohn_4.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/David Beckham_15.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_4.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0075_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0158_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/035999.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/042048.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0003_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0410_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_89.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_90.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/163861.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/164805.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/121562.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/129449.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_190.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_191.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0104_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0430_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/109293.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/110844.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/158307.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147911.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0016_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0115_02.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_437.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_438.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_436.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_437.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_479.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_480.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/116621.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/059159.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0179_03.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0181_02.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000015_0097_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0199_03.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_452.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_453.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0166_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0247_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0343_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0392_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0231_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0324_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0209_04.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000015_0392_02.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0073_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0303_02.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/014042.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/015216.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0014_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0233_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/132900.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/137317.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0129_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0281_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0005_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0098_04.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/147449.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/055749.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0330_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0054_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_19.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_20.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/139126.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/143109.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0267_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0012_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_3.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_4.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Luis Horna_3.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_5.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_420.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_421.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/113790.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/121749.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/063458.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/064255.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0169_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0408_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_6.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_97.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_182.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_183.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0263_03.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0079_10.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Britney Spears_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_24.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Alejandro Toledo_36.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Vicente Fox_16.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Richard Myers_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Richard Myers_8.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0239_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000006_0367_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_101.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_102.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0220_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0338_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/108653.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/034094.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_4.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_161.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_162.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/017893.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/023539.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_104.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_105.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_92.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George Robertson_13.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Alejandro Toledo_37.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_1.jpg,lfw_pairs,impersonation_attack
